,Unnamed: 0,Make,Model,Vehicle_Type,Engine_Capacity,Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),vehicle_age,Distance_Driven_Last_Month,Fuel_Consumed_Last_Month,CO2 Emissions(g/km)
1125,1125,AUDI,R8,1,5.2,10,1,1,18.2,10.6,14.8,19,5,1220.0,180.56,347
1126,1126,AUDI,R8,1,5.2,10,2,1,19.9,12.0,16.4,17,6,1120.0,183.68,377
1127,1127,AUDI,R8 SPYDER,1,4.2,8,1,1,17.3,10.4,14.2,20,5,1120.0,159.04,327
1128,1128,AUDI,R8 SPYDER,1,4.2,8,2,1,20.5,11.7,16.6,17,6,1020.0,169.32,382
1129,1129,AUDI,R8 SPYDER,1,5.2,10,1,1,18.2,10.6,14.8,19,5,1220.0,180.56,347
1130,1130,AUDI,R8 SPYDER,1,5.2,10,2,1,19.9,12.0,16.4,17,6,1120.0,183.68,377
1131,1131,AUDI,RS 5,1,4.2,8,1,1,14.9,10.1,12.8,22,5,1120.0,143.36,294
1132,1132,AUDI,RS 5 CABRIOLET,1,4.2,8,1,1,14.8,10.6,12.9,22,5,1120.0,144.48,297
1133,1133,AUDI,RS 7,1,4.0,8,1,1,16.6,9.4,13.3,21,5,1100.0,146.3,313
1134,1134,AUDI,S3,1,2.0,4,1,1,10.1,7.7,9.0,31,4,900.0,81.0,207
1135,1135,AUDI,S4,1,3.0,6,1,1,13.0,8.5,11.0,26,4,1000.0,110.0,253
1136,1136,AUDI,S4,1,3.0,6,2,1,13.8,9.0,11.7,24,4,1000.0,117.0,269
1137,1137,AUDI,S5,1,3.0,6,1,1,13.0,8.5,11.0,26,4,1000.0,110.0,253
1138,1138,AUDI,S5,1,3.0,6,2,1,13.8,9.0,11.7,24,4,1000.0,117.0,269
1139,1139,AUDI,S5 CABRIOLET,1,3.0,6,1,1,13.3,9.1,11.4,25,4,1000.0,114.0,262
1140,1140,AUDI,S6,1,4.0,8,1,1,14.0,8.7,11.7,24,4,1100.0,128.7,269
1141,1141,AUDI,S7,1,4.0,8,1,1,14.0,8.7,11.7,24,4,1100.0,128.7,269
1142,1142,AUDI,S8,1,4.0,8,1,1,14.6,8.8,11.9,24,4,1100.0,130.9,281
1143,1143,AUDI,SQ5,1,3.0,6,1,1,14.1,9.9,12.2,23,5,1000.0,122.0,281
1144,1144,AUDI,TT COUPE QUATTRO,1,2.0,4,1,1,10.4,7.6,9.1,31,4,900.0,81.9,209
1145,1145,AUDI,TT ROADSTER QUATTRO,1,2.0,4,1,1,10.4,7.7,9.2,31,4,900.0,82.8,212
1146,1146,AUDI,TTS COUPE QUATTRO,1,2.0,4,1,1,11.7,8.4,10.2,28,4,900.0,91.8,235
1147,1147,AUDI,TTS ROADSTER QUATTRO,1,2.0,4,1,1,11.7,8.5,10.2,28,4,900.0,91.8,235
1148,1148,BENTLEY,CONTINENTAL GT,1,4.0,8,1,1,16.1,9.4,13.1,22,5,1100.0,144.1,307
1149,1149,BENTLEY,CONTINENTAL GT,1,6.0,12,1,1,18.9,11.2,15.4,18,5,1300.0,200.2,354
1150,1150,BENTLEY,CONTINENTAL GT CONVERTIBLE,1,4.0,8,1,1,17.7,10.3,14.4,20,5,1100.0,158.4,337
1151,1151,BENTLEY,CONTINENTAL GT CONVERTIBLE,1,6.0,12,1,1,19.6,11.7,16.0,18,5,1300.0,208.0,368
1152,1152,BENTLEY,CONTINENTAL GT3-R,1,4.0,8,1,1,17.6,10.1,14.2,20,5,1100.0,156.2,327
1153,1153,BENTLEY,FLYING SPUR,1,4.0,8,1,1,17.7,10.0,14.2,20,5,1100.0,156.2,334
1154,1154,BENTLEY,FLYING SPUR,1,6.0,12,1,1,20.3,11.9,16.5,17,6,1200.0,198.0,388
1155,1155,BENTLEY,MULSANNE,1,6.8,8,1,1,22.3,13.3,18.2,16,6,1280.0,232.96,419
1156,1156,BMW,228i CABRIOLET,1,2.0,4,1,1,10.4,7.1,8.9,32,4,900.0,80.1,205
1157,1157,BMW,228i COUPE,1,2.0,4,1,1,10.0,6.5,8.4,34,4,900.0,75.6,193
1158,1158,BMW,228i COUPE,1,2.0,4,2,1,10.7,6.9,9.0,31,4,900.0,81.0,207
1159,1159,BMW,228i xDRIVE CABRIOLET,1,2.0,4,1,1,10.6,7.2,9.1,31,4,900.0,81.9,209
1160,1160,BMW,228i xDRIVE COUPE,1,2.0,4,1,1,10.3,6.7,8.7,32,4,900.0,78.3,200
1161,1161,BMW,320i SEDAN,1,2.0,4,1,1,10.0,6.5,8.4,34,4,900.0,75.6,193
1162,1162,BMW,320i SEDAN,1,2.0,4,2,1,10.7,6.9,9.0,31,4,900.0,81.0,207
1163,1163,BMW,320i xDRIVE SEDAN,1,2.0,4,1,1,10.3,6.7,8.7,32,4,900.0,78.3,200
1164,1164,BMW,328d xDRIVE SEDAN,1,2.0,4,1,2,7.6,5.5,6.7,42,4,700.0,46.9,181
1165,1165,BMW,328d xDRIVE TOURING,1,2.0,4,1,2,7.6,5.5,6.7,42,4,700.0,46.9,181
1166,1166,BMW,328i SEDAN,1,2.0,4,1,1,10.0,6.5,8.4,34,4,900.0,75.6,193
1167,1167,BMW,328i SEDAN,1,2.0,4,2,1,10.7,6.9,9.0,31,4,900.0,81.0,207
1168,1168,BMW,328i xDRIVE SEDAN,1,2.0,4,1,1,10.6,7.2,9.1,31,4,900.0,81.9,209
1169,1169,BMW,328i xDRIVE GRAN TURISMO,1,2.0,4,1,1,10.6,7.2,9.1,31,4,900.0,81.9,209
1170,1170,BMW,328i xDRIVE TOURING,1,2.0,4,1,1,10.6,7.2,9.1,31,4,900.0,81.9,209
1171,1171,BMW,335i SEDAN,1,3.0,6,1,1,11.4,7.4,9.6,29,4,1000.0,96.0,221
1172,1172,BMW,335i SEDAN,1,3.0,6,2,1,11.5,7.8,9.8,29,4,1000.0,98.0,225
1173,1173,BMW,335i xDRIVE SEDAN,1,3.0,6,1,1,11.9,7.8,10.0,28,4,1000.0,100.0,230
1174,1174,BMW,335i xDRIVE SEDAN,1,3.0,6,2,1,12.0,8.3,10.3,27,4,1000.0,103.0,237
1175,1175,BMW,335i xDRIVE GRAN TURISMO,1,3.0,6,1,1,11.9,7.8,10.0,28,4,1000.0,100.0,230
1176,1176,BMW,428i CABRIOLET,1,2.0,4,1,1,10.4,7.1,8.9,32,4,900.0,80.1,205
1177,1177,BMW,428i COUPE,1,2.0,4,1,1,10.0,6.5,8.4,34,4,900.0,75.6,193
1178,1178,BMW,428i COUPE,1,2.0,4,2,1,10.7,6.9,9.0,31,4,900.0,81.0,207
1179,1179,BMW,428i GRAN COUPE,1,2.0,4,1,1,10.4,7.1,8.9,32,4,900.0,80.1,205
1180,1180,BMW,428i GRAN COUPE,1,2.0,4,2,1,10.9,6.8,9.0,31,4,900.0,81.0,207
1181,1181,BMW,428i xDRIVE CABRIOLET,1,2.0,4,1,1,11.2,7.5,9.6,29,4,900.0,86.4,221
1182,1182,BMW,428i xDRIVE COUPE,1,2.0,4,1,1,10.6,7.2,9.1,31,4,900.0,81.9,209
1183,1183,BMW,428i xDRIVE GRAN COUPE,1,2.0,4,1,1,10.6,7.2,9.1,31,4,900.0,81.9,209
1184,1184,BMW,435i CABRIOLET,1,3.0,6,1,1,11.8,7.6,9.9,29,4,1000.0,99.0,228
1185,1185,BMW,435i COUPE,1,3.0,6,1,1,11.4,7.4,9.6,29,4,1000.0,96.0,221
1186,1186,BMW,435i COUPE,1,3.0,6,2,1,11.5,7.8,9.8,29,4,1000.0,98.0,225
1187,1187,BMW,435i GRAN COUPE,1,3.0,6,1,1,11.4,7.4,9.6,29,4,1000.0,96.0,221
1188,1188,BMW,435i xDRIVE CABRIOLET,1,3.0,6,1,1,12.1,8.1,10.3,27,4,1000.0,103.0,237
1189,1189,BMW,435i xDRIVE COUPE,1,3.0,6,1,1,11.9,7.8,10.0,28,4,1000.0,100.0,230
1190,1190,BMW,435i xDRIVE COUPE,1,3.0,6,2,1,12.0,8.3,10.3,27,4,1000.0,103.0,237
1191,1191,BMW,435i xDRIVE GRAN COUPE,1,3.0,6,1,1,11.9,7.8,10.0,28,4,1000.0,100.0,230
1192,1192,BMW,528i SEDAN,1,2.0,4,1,1,10.4,7.1,8.9,32,4,900.0,80.1,205
1193,1193,BMW,528i xDRIVE SEDAN,1,2.0,4,1,1,10.6,7.2,9.1,31,4,900.0,81.9,209
1194,1194,BMW,535d xDRIVE SEDAN,1,3.0,6,1,2,9.2,6.3,7.9,36,4,800.0,63.2,213
1195,1195,BMW,535i xDRIVE SEDAN,1,3.0,6,1,1,12.1,8.1,10.3,27,4,1000.0,103.0,237
1196,1196,BMW,535i xDRIVE GRAN TURISMO,1,3.0,6,1,1,12.8,8.9,11.0,26,4,1000.0,110.0,253
1197,1197,BMW,550i xDRIVE SEDAN,1,4.4,8,1,1,14.4,9.7,12.3,23,5,1140.0,140.22,283
1198,1198,BMW,550i xDRIVE GRAN TURISMO,1,4.4,8,1,1,15.2,9.8,12.8,22,5,1140.0,145.92,294
1199,1199,BMW,640i xDRIVE CABRIOLET,1,3.0,6,1,1,12.1,8.1,10.3,27,4,1000.0,103.0,237
1200,1200,BMW,640i xDRIVE GRAN COUPE,1,3.0,6,1,1,12.1,8.1,10.3,27,4,1000.0,103.0,237
1201,1201,BMW,650i xDRIVE CABRIOLET,1,4.4,8,1,1,15.2,9.8,12.8,22,5,1140.0,145.92,294
1202,1202,BMW,650i xDRIVE COUPE,1,4.4,8,1,1,14.4,9.7,12.3,23,5,1140.0,140.22,283
1203,1203,BMW,650i xDRIVE GRAN COUPE,1,4.4,8,1,1,15.2,9.8,12.8,22,5,1140.0,145.92,294
1204,1204,BMW,740Ld xDRIVE SEDAN,1,3.0,6,1,2,10.2,7.1,8.8,32,4,800.0,70.4,238
1205,1205,BMW,740Li xDRIVE SEDAN,1,3.0,6,1,1,12.1,8.1,10.3,27,4,1000.0,103.0,237
1206,1206,BMW,750i xDRIVE SEDAN,1,4.4,8,1,1,15.2,9.8,12.8,22,5,1140.0,145.92,294
1207,1207,BMW,750Li xDRIVE SEDAN,1,4.4,8,1,1,15.2,9.8,12.8,22,5,1140.0,145.92,294
1208,1208,BMW,760Li SEDAN,1,6.0,12,1,1,18.7,11.6,15.5,18,5,1300.0,201.5,356
1209,1209,BMW,ACTIVEHYBRID 3,1,3.0,6,1,1,9.7,7.5,8.7,32,4,1000.0,87.0,200
1210,1210,BMW,ACTIVEHYBRID 5,1,3.0,6,1,1,10.6,7.9,9.4,30,4,1000.0,94.0,216
1211,1211,BMW,ACTIVEHYBRID 7L,1,3.0,6,1,1,10.6,7.7,9.3,30,4,1000.0,93.0,214
1212,1212,BMW,ALPINA B6 xDRIVE GRAN COUPE,1,4.4,8,1,1,15.2,9.8,12.8,22,5,1140.0,145.92,294
1213,1213,BMW,ALPINA B7 xDRIVE LWB,1,4.4,8,1,1,15.2,9.8,12.8,22,5,1140.0,145.92,294
1214,1214,BMW,ALPINA B7 xDRIVE SWB,1,4.4,8,1,1,15.2,9.8,12.8,22,5,1140.0,145.92,294
1215,1215,BMW,M235i CABRIOLET,1,3.0,6,1,1,11.8,8.1,10.2,28,4,1000.0,102.0,235
1216,1216,BMW,M235i CABRIOLET,1,3.0,6,2,1,12.3,9.0,10.8,26,4,1000.0,108.0,248
1217,1217,BMW,M235i COUPE,1,3.0,6,1,1,11.8,8.1,10.2,28,4,1000.0,102.0,235
1218,1218,BMW,M235i COUPE,1,3.0,6,2,1,11.9,8.5,10.4,27,4,1000.0,104.0,239
1219,1219,BMW,M235i xDRIVE COUPE,1,3.0,6,1,1,11.9,7.8,10.0,28,4,1000.0,100.0,230
1220,1220,BMW,M3 SEDAN,1,3.0,6,1,1,14.2,9.6,12.1,23,5,1000.0,121.0,278
1221,1221,BMW,M3 SEDAN,1,3.0,6,2,1,13.7,9.0,11.6,24,4,1000.0,116.0,267
1222,1222,BMW,M4 CABRIOLET,1,3.0,6,1,1,14.1,9.7,12.1,23,5,1000.0,121.0,278
1223,1223,BMW,M4 CABRIOLET,1,3.0,6,2,1,14.1,9.0,11.8,24,4,1000.0,118.0,271
1224,1224,BMW,M4 COUPE,1,3.0,6,1,1,14.1,9.7,12.1,23,5,1000.0,121.0,278
1225,1225,BMW,M4 COUPE,1,3.0,6,2,1,13.7,9.0,11.6,24,4,1000.0,116.0,267
1226,1226,BMW,M5 SEDAN,1,4.4,8,1,1,17.3,11.5,14.7,19,5,1140.0,167.58,338
1227,1227,BMW,M5 SEDAN,1,4.4,8,2,1,16.1,10.8,13.7,21,5,1140.0,156.18,315
1228,1228,BMW,M6 CABRIOLET,1,4.4,8,1,1,17.3,11.5,14.7,19,5,1140.0,167.58,338
1229,1229,BMW,M6 CABRIOLET,1,4.4,8,2,1,16.1,10.8,13.7,21,5,1140.0,156.18,315
1230,1230,BMW,M6 COUPE,1,4.4,8,1,1,17.3,11.5,14.7,19,5,1140.0,167.58,338
1231,1231,BMW,M6 COUPE,1,4.4,8,2,1,16.1,10.8,13.7,21,5,1140.0,156.18,315
1232,1232,BMW,M6 GRAN COUPE,1,4.4,8,1,1,17.3,11.5,14.7,19,5,1140.0,167.58,338
1233,1233,BMW,M6 GRAN COUPE,1,4.4,8,2,1,16.1,10.8,13.7,21,5,1140.0,156.18,315
1234,1234,BMW,X1 xDRIVE28i,1,2.0,4,1,1,10.6,7.2,9.1,31,4,900.0,81.9,209
1235,1235,BMW,X1 xDRIVE35i,1,3.0,6,1,1,13.2,8.9,11.2,25,4,1000.0,112.0,258
1236,1236,BMW,X3 xDRIVE28d,1,2.0,4,1,2,8.6,6.9,7.9,36,4,700.0,55.3,213
1237,1237,BMW,X3 xDRIVE28i,1,2.0,4,1,1,11.1,8.4,9.9,29,4,900.0,89.1,228
1238,1238,BMW,X3 xDRIVE35i,1,3.0,6,1,1,12.7,8.8,10.9,26,4,1000.0,109.0,251
1239,1239,BMW,X4 xDRIVE28i,1,2.0,4,1,1,11.7,8.4,10.2,28,4,900.0,91.8,235
1240,1240,BMW,X4 xDRIVE35i,1,3.0,6,1,1,12.7,8.8,10.9,26,4,1000.0,109.0,251
1241,1241,BMW,X5 M,1,4.4,8,1,1,16.6,12.1,14.6,19,5,1140.0,166.44,336
1242,1242,BMW,X5 xDRIVE35d,1,3.0,6,1,2,9.9,7.2,8.7,32,4,800.0,69.6,235
1243,1243,BMW,X5 xDRIVE35i,1,3.0,6,1,1,13.0,8.9,11.1,25,4,1000.0,111.0,255
1244,1244,BMW,X5 xDRIVE50i,1,4.4,8,1,1,16.1,10.9,13.8,20,5,1140.0,157.32,317
1245,1245,BMW,X6 M,1,4.4,8,1,1,16.6,12.1,14.6,19,5,1140.0,166.44,336
1246,1246,BMW,X6 xDRIVE35i,1,3.0,6,1,1,13.0,8.9,11.1,25,4,1000.0,111.0,255
1247,1247,BMW,X6 xDRIVE50i,1,4.4,8,1,1,16.1,10.9,13.8,20,5,1140.0,157.32,317
1248,1248,BMW,Z4 sDRIVE28i,1,2.0,4,1,1,10.7,7.1,9.1,31,4,900.0,81.9,209
1249,1249,BMW,Z4 sDRIVE28i,1,2.0,4,2,1,10.7,6.9,9.0,31,4,900.0,81.0,207
1250,1250,BMW,Z4 sDRIVE35i,1,3.0,6,1,1,13.7,10.0,12.1,23,5,1000.0,121.0,278
1251,1251,BMW,Z4 sDRIVE35i,1,3.0,6,2,1,12.7,9.0,11.0,26,4,1000.0,110.0,253
1252,1252,BMW,Z4 sDRIVE35is,1,3.0,6,1,1,13.7,10.0,12.1,23,5,1000.0,121.0,278
1253,1253,BUICK,ENCLAVE,1,3.6,6,1,3,14.2,9.9,12.3,23,5,860.0,105.78,283
1254,1254,BUICK,ENCLAVE AWD,1,3.6,6,1,3,14.6,10.2,12.6,22,5,860.0,108.36,290
1255,1255,BUICK,ENCORE,1,1.4,4,1,3,9.5,7.2,8.5,33,4,640.0,54.4,196
1256,1256,BUICK,ENCORE AWD,1,1.4,4,1,3,10.2,8.0,9.2,31,4,640.0,58.88,212
1257,1257,BUICK,LACROSSE,1,3.6,6,1,3,13.7,8.6,11.4,25,4,860.0,98.04,262
1259,1259,BUICK,LACROSSE AWD,1,3.6,6,1,3,13.9,9.1,11.7,24,4,860.0,100.62,269
1261,1261,BUICK,LACROSSE eASSIST,1,2.4,4,1,3,9.6,6.5,8.2,34,4,740.0,60.67999999999999,189
1262,1262,BUICK,REGAL,1,2.0,4,1,1,11.4,7.9,9.8,29,4,900.0,88.2,225
1263,1263,BUICK,REGAL,1,2.0,4,2,1,11.6,7.6,9.8,29,4,900.0,88.2,225
1264,1264,BUICK,REGAL AWD,1,2.0,4,1,1,12.4,8.7,10.7,26,4,900.0,96.3,246
1265,1265,BUICK,REGAL eASSIST,1,2.4,4,1,3,9.6,6.5,8.2,34,4,740.0,60.67999999999999,189
1266,1266,BUICK,VERANO,1,2.0,4,1,1,11.4,7.9,9.8,29,4,900.0,88.2,225
1267,1267,BUICK,VERANO,1,2.0,4,2,1,11.6,7.6,9.8,29,4,900.0,88.2,225
1268,1268,BUICK,VERANO,1,2.4,4,1,3,11.1,7.4,9.4,30,4,740.0,69.56,216
1269,1269,CADILLAC,ATS,1,2.0,4,1,1,11.1,7.9,9.7,29,4,900.0,87.3,223
1270,1270,CADILLAC,ATS,1,2.0,4,2,1,12.2,7.9,10.3,27,4,900.0,92.7,237
1271,1271,CADILLAC,ATS,1,2.5,4,1,3,11.1,7.2,9.3,30,4,750.0,69.75000000000001,214
1272,1272,CADILLAC,ATS,1,3.6,6,1,3,12.8,8.4,10.8,26,4,860.0,92.88,248
1273,1273,CADILLAC,ATS AWD,1,2.0,4,1,1,11.5,8.5,10.2,28,4,900.0,91.8,235
1274,1274,CADILLAC,ATS AWD,1,3.6,6,1,3,12.8,8.9,11.0,26,4,860.0,94.6,253
1275,1275,CADILLAC,CTS,1,2.0,4,1,1,11.5,7.9,9.9,29,4,900.0,89.1,228
1276,1276,CADILLAC,CTS,1,3.6,6,1,3,12.8,8.2,10.7,26,4,860.0,92.02,246
1277,1277,CADILLAC,CTS AWD,1,2.0,4,1,1,12.3,8.5,10.6,27,4,900.0,95.4,244
1278,1278,CADILLAC,CTS AWD,1,3.6,6,1,3,12.8,8.9,11.0,26,4,860.0,94.6,253
1279,1279,CADILLAC,CTS Vsport,1,3.6,6,1,1,15.1,9.9,12.7,22,5,1060.0,134.62,292
1280,1280,CADILLAC,ESCALADE 4WD,1,6.2,8,1,1,16.2,11.4,14.0,20,5,1320.0,184.8,322
1281,1281,CADILLAC,ESCALADE 4WD,1,6.2,8,1,1,15.9,11.1,13.8,20,5,1320.0,182.16,317
1282,1282,CADILLAC,ESCALADE ESV 4WD,1,6.2,8,1,1,16.8,11.7,14.5,19,5,1320.0,191.4,334
1283,1283,CADILLAC,ESCALADE ESV 4WD,1,6.2,8,1,1,16.4,11.7,14.3,20,5,1320.0,188.76,329
1284,1284,CADILLAC,SRX,1,3.6,6,1,3,14.2,9.8,12.3,23,5,860.0,105.78,283
1285,1285,CADILLAC,SRX AWD,1,3.6,6,1,3,14.8,10.4,12.8,22,5,860.0,110.08,294
1286,1286,CADILLAC,XTS,1,3.6,6,1,3,13.6,8.6,11.3,25,4,860.0,97.18,260
1287,1287,CADILLAC,XTS AWD,1,3.6,6,1,3,13.7,8.9,11.6,24,4,860.0,99.76,267
1288,1288,CADILLAC,XTS Vsport AWD,1,3.6,6,1,1,14.8,9.9,12.6,22,5,1060.0,133.56,290
1289,1289,CHEVROLET,CAMARO,1,3.6,6,1,3,13.3,8.8,11.3,25,4,860.0,97.18,260
1290,1290,CHEVROLET,CAMARO,1,3.6,6,2,3,14.0,8.4,11.5,25,4,860.0,98.9,265
1291,1291,CHEVROLET,CAMARO,1,6.2,8,1,1,15.3,9.8,12.8,22,5,1320.0,168.96,294
1292,1292,CHEVROLET,CAMARO,1,6.2,8,2,1,15.0,9.9,12.7,22,5,1320.0,167.64,292
1293,1293,CHEVROLET,CAMARO 2LS,1,3.6,6,1,3,12.6,7.9,10.5,27,4,860.0,90.3,242
1294,1294,CHEVROLET,CAMARO Z/28,1,6.2,8,2,1,18.1,12.3,15.5,18,5,1320.0,204.6,357
1295,1295,CHEVROLET,CAMARO ZL1,1,6.2,8,1,1,19.9,13.0,16.8,17,6,1220.0,204.96,386
1296,1296,CHEVROLET,CAMARO ZL1,1,6.2,8,2,1,16.6,12.4,14.7,19,5,1320.0,194.04,338
1297,1297,CHEVROLET,CITY EXPRESS,2,2.0,4,1,3,9.7,9.0,9.4,30,4,700.0,65.8,216
1298,1298,CHEVROLET,COLORADO,2,2.5,4,1,3,11.9,8.8,10.5,27,4,750.0,78.75,242
1299,1299,CHEVROLET,COLORADO,2,2.5,4,2,3,12.2,9.1,10.8,26,4,750.0,81.00000000000001,248
1300,1300,CHEVROLET,COLORADO,2,3.6,6,1,3,13.0,9.2,11.3,25,4,860.0,97.18,260
1301,1301,CHEVROLET,COLORADO 4WD,2,2.5,4,1,3,12.7,9.5,11.3,25,4,750.0,84.75,260
1302,1302,CHEVROLET,COLORADO 4WD,2,3.6,6,1,3,13.5,9.8,11.8,24,5,860.0,101.48,271
1303,1303,CHEVROLET,CORVETTE,1,6.2,8,1,1,14.6,8.1,11.7,24,4,1320.0,154.43999999999997,269
1304,1304,CHEVROLET,CORVETTE,1,6.2,8,2,1,13.7,8.2,11.2,25,4,1320.0,147.83999999999995,258
1305,1305,CHEVROLET,CORVETTE Z06,1,6.2,8,1,1,17.7,10.2,14.3,20,5,1320.0,188.76,329
1306,1306,CHEVROLET,CORVETTE Z06,1,6.2,8,2,1,15.7,10.6,13.4,21,5,1320.0,176.88,308
1307,1307,CHEVROLET,CRUZE,1,1.4,4,1,3,9.1,6.3,7.8,36,4,640.0,49.92,179
1308,1308,CHEVROLET,CRUZE,1,1.4,4,2,3,9.0,6.2,7.8,36,4,640.0,49.92,179
1309,1309,CHEVROLET,CRUZE,1,1.8,4,1,3,10.5,6.8,8.8,32,4,680.0,59.84000000000001,202
1310,1310,CHEVROLET,CRUZE,1,1.8,4,2,3,9.4,6.6,8.1,35,4,680.0,55.08,186
1311,1311,CHEVROLET,CRUZE DIESEL,1,2.0,4,1,2,8.7,5.1,7.1,40,4,700.0,49.7,192
1312,1312,CHEVROLET,CRUZE ECO,1,1.4,4,1,3,9.0,6.1,7.7,37,4,640.0,49.28,177
1313,1313,CHEVROLET,CRUZE ECO,1,1.4,4,2,3,8.4,5.6,7.1,40,4,640.0,45.44,163
1314,1314,CHEVROLET,EQUINOX,1,2.4,4,1,3,10.5,7.3,9.1,31,4,740.0,67.34,209
1315,1315,CHEVROLET,EQUINOX FFV,1,2.4,4,1,3,10.5,7.3,9.1,31,4,740.0,67.34,209
1317,1317,CHEVROLET,EQUINOX,1,3.6,6,1,3,14.2,9.5,12.1,23,4,860.0,104.06,278
1318,1318,CHEVROLET,EQUINOX AWD,1,2.4,4,1,3,11.5,8.2,10.0,28,4,740.0,74.0,230
1319,1319,CHEVROLET,EQUINOX AWD FFV,1,2.4,4,1,3,11.5,8.2,10.0,28,4,740.0,74.0,230
1321,1321,CHEVROLET,EQUINOX AWD,1,3.6,6,1,3,14.8,9.9,12.6,22,5,860.0,108.36,290
1322,1322,CHEVROLET,EXPRESS 2500 PASSENGER,2,4.8,8,1,3,21.0,14.2,18.0,16,6,880.0,158.4,414
1323,1323,CHEVROLET,EXPRESS 2500 PASSENGER,2,6.0,8,1,3,22.0,14.9,18.8,15,6,1000.0,188.0,432
1324,1324,CHEVROLET,EXPRESS 2500 PASSENGER FFV,2,6.0,8,1,3,22.0,14.9,18.8,15,6,1000.0,188.0,432
1326,1326,CHEVROLET,EXPRESS 3500 PASSENGER,2,4.8,8,1,3,21.3,14.3,18.1,16,6,880.0,159.28000000000003,416
1327,1327,CHEVROLET,EXPRESS 3500 PASSENGER,2,6.0,8,1,3,22.2,15.1,19.0,15,6,1000.0,190.0,437
1328,1328,CHEVROLET,EXPRESS 3500 PASSENGER FFV,2,6.0,8,1,3,22.2,15.1,19.0,15,6,1000.0,190.0,437
1330,1330,CHEVROLET,IMPALA,1,2.5,4,1,3,10.6,7.5,9.2,31,4,750.0,68.99999999999999,212
1331,1331,CHEVROLET,IMPALA,1,3.6,6,1,3,12.5,8.2,10.6,27,4,860.0,91.16,244
1333,1333,CHEVROLET,MALIBU,1,2.0,4,1,1,11.4,7.9,9.8,29,4,900.0,88.2,225
1334,1334,CHEVROLET,MALIBU,1,2.5,4,1,3,9.3,6.4,8.0,35,4,750.0,60.0,184
1335,1335,CHEVROLET,SILVERADO,2,4.3,6,1,3,13.4,9.9,11.9,24,5,930.0,110.67,274
1337,1337,CHEVROLET,SILVERADO,2,5.3,8,1,3,14.6,10.3,12.7,22,5,1030.0,130.81,292
1339,1339,CHEVROLET,SILVERADO,2,6.2,8,1,1,16.1,11.4,14.0,20,5,1320.0,184.8,322
1340,1340,CHEVROLET,SILVERADO 4WD,2,4.3,6,1,3,14.1,10.6,12.5,23,5,930.0,116.25,288
1342,1342,CHEVROLET,SILVERADO 4WD,2,5.3,8,1,3,14.9,10.7,13.0,22,5,1030.0,133.9,299
1344,1344,CHEVROLET,SILVERADO 4WD,2,6.2,8,1,1,16.3,11.6,14.2,20,5,1320.0,187.44,327
1345,1345,CHEVROLET,SONIC,1,1.4,4,1,3,9.0,6.8,8.0,35,4,640.0,51.2,184
1346,1346,CHEVROLET,SONIC,1,1.4,4,2,3,8.5,6.2,7.5,38,4,640.0,48.0,173
1347,1347,CHEVROLET,SONIC,1,1.8,4,1,3,9.6,6.7,8.3,34,4,680.0,56.44000000000001,191
1348,1348,CHEVROLET,SONIC,1,1.8,4,2,3,9.0,6.8,8.0,35,4,680.0,54.4,184
1349,1349,CHEVROLET,SONIC RS,1,1.4,4,1,3,9.4,7.0,8.3,34,4,640.0,53.12,191
1350,1350,CHEVROLET,SONIC RS,1,1.4,4,2,3,8.9,6.9,8.0,35,4,640.0,51.2,184
1351,1351,CHEVROLET,SONIC 5,1,1.4,4,1,3,9.0,6.8,8.0,35,4,640.0,51.2,184
1352,1352,CHEVROLET,SONIC 5,1,1.4,4,2,3,8.5,6.2,7.5,38,4,640.0,48.0,173
1353,1353,CHEVROLET,SONIC 5,1,1.8,4,1,3,9.6,6.7,8.3,34,4,680.0,56.44000000000001,191
1354,1354,CHEVROLET,SONIC 5,1,1.8,4,2,3,9.0,6.8,8.0,35,4,680.0,54.4,184
1355,1355,CHEVROLET,SONIC 5 RS,1,1.4,4,1,3,9.4,7.0,8.3,34,4,640.0,53.12,191
1356,1356,CHEVROLET,SONIC 5 RS,1,1.4,4,2,3,8.9,6.9,8.0,35,4,640.0,51.2,184
1357,1357,CHEVROLET,SPARK,1,1.2,4,1,3,7.7,6.1,7.0,40,4,620.0,43.4,161
1358,1358,CHEVROLET,SPARK,1,1.2,4,2,3,7.5,6.0,6.8,42,4,620.0,42.16,156
1359,1359,CHEVROLET,SUBURBAN,1,5.3,8,1,3,14.9,10.1,12.7,22,5,1030.0,130.81,292
1361,1361,CHEVROLET,SUBURBAN 4WD,1,5.3,8,1,3,15.4,10.8,13.3,21,5,1030.0,136.99,306
1363,1363,CHEVROLET,TAHOE,1,5.3,8,1,3,14.9,10.1,12.7,22,5,1030.0,130.81,292
1365,1365,CHEVROLET,TAHOE 4WD,1,5.3,8,1,3,15.1,10.4,13.0,22,5,1030.0,133.9,299
1367,1367,CHEVROLET,TRAVERSE,1,3.6,6,1,3,14.2,9.9,12.3,23,5,860.0,105.78,283
1368,1368,CHEVROLET,TRAVERSE AWD,1,3.6,6,1,3,14.6,10.2,12.6,22,5,860.0,108.36,290
